@relation California-housing-19

@attribute Value numeric
@attribute Income numeric
@attribute Median-Age numeric
@attribute Rooms numeric
@attribute Bedrooms numeric
@attribute 'Population ' numeric
@attribute Occupancy numeric
@attribute Latitude numeric
@attribute Longitude numeric

@data
0.561,1.175,52,4.958159,1.087866,635,2.656904,36.76,-119.79
0.45,1,52,3.927083,1.010417,530,5.520833,36.75,-119.79
0.59,1.5273,46,4.764065,1.076225,1368,2.482759,36.75,-119.8
0.613,2.1055,52,5.178495,1.070968,1361,2.926882,36.76,-119.79
0.513,1.7344,47,4.384615,0.993846,949,2.92,36.76,-119.78
0.52,1.2937,49,4.226619,1.104317,982,3.532374,36.75,-119.78
0.466,1.4635,43,4.662162,1.153153,1925,4.335586,36.75,-119.78
0.498,1.75,50,3.926901,0.94152,1063,3.108187,36.76,-119.78
0.506,1.4766,23,4.143948,1.093784,3786,4.12868,36.76,-119.76
0.534,2.19,35,4.206806,1.002618,1407,3.683246,36.75,-119.76
0.455,1.2545,41,4.306011,1.139344,1567,4.281421,36.75,-119.76
0.491,1.2101,40,3.978218,1.027723,2219,4.394059,36.76,-119.77
0.56,1.869,43,5.966912,1.080882,781,2.871324,36.76,-119.77
0.546,1.5174,43,4.609005,0.978673,1492,3.535545,36.76,-119.77
0.494,1.6548,35,4.879418,1.093555,1676,3.484407,36.75,-119.76
0.691,1.3029,52,4.813063,1.009009,1194,2.689189,36.74,-119.76
0.628,1.8667,50,4.715302,0.996441,811,2.886121,36.74,-119.77
0.701,3.3125,51,5.769841,0.93254,729,2.892857,36.74,-119.77
0.483,1.7083,44,4.349282,0.985646,1680,4.019139,36.75,-119.77
0.508,1.8641,39,4.547862,1.14664,2031,4.136456,36.75,-119.76
0.596,2.9545,47,5.632242,1.052897,1042,2.624685,36.75,-119.74
0.556,1.2065,39,4.585754,1.134021,4749,4.450797,36.74,-119.74
0.513,1.8958,39,5.014409,1.011527,1098,3.164265,36.74,-119.75
0.542,1.9955,50,5.10101,0.989899,852,2.868687,36.75,-119.75
0.554,2.5111,49,4.886792,0.964361,1290,2.704403,36.75,-119.75
0.587,1.7994,42,4.778539,1.073059,1621,3.700913,36.76,-119.74
0.528,1.4766,36,4.164384,0.986301,842,3.844749,36.76,-119.74
0.598,1.4107,29,4.247444,1.071575,1887,3.858896,36.76,-119.75
0.445,1.3278,32,4.408511,1.057447,2002,4.259574,36.76,-119.75
0.69,2.3006,23,5.081746,1.087302,3573,2.835714,36.76,-119.72
0.747,2.6611,11,5.441441,1.118243,2190,2.466216,36.75,-119.72
0.713,3.1,30,4.977492,0.906752,886,2.848875,36.76,-119.73
0.869,3.9514,27,5.017804,0.836795,869,2.578635,36.75,-119.72
0.647,1.6073,14,4.321951,1.080836,5561,3.875261,36.74,-119.73
0.679,3.1719,39,5.759076,1.059406,901,2.973597,36.75,-119.73
0.875,2.4956,11,4.960328,1.065663,1819,2.488372,36.75,-119.7
0.883,2.4728,18,5.349406,1.103038,4476,2.956407,36.74,-119.71
0.72,2.3108,28,5.134357,1.011516,1392,2.671785,36.76,-119.71
0.877,3.8088,34,5.630573,0.964968,888,2.828025,36.8,-119.7
0.82,3.6681,34,5.326761,0.909859,966,2.721127,36.79,-119.71
0.759,2.1461,11,4.112631,1.113435,2487,2.000805,36.77,-119.71
0.746,3.1417,15,4.658824,1.054902,1197,2.347059,36.8,-119.73
0.788,2.1653,16,4.625483,1.015444,1338,2.583012,36.8,-119.72
0.857,3.1953,15,5.178571,1.171769,1340,2.278912,36.8,-119.72
0.847,3.9338,17,5.60218,0.997275,1259,3.430518,36.8,-119.71
0.814,3.25,17,4.829352,0.911263,861,2.938567,36.8,-119.71
0.55,2.0536,9,3.950704,1.021127,662,2.330986,36.81,-119.71
0.664,2.6932,31,4.85,0.891667,1186,3.294444,36.8,-119.7
0.728,3,25,5.271084,0.939759,646,3.891566,36.8,-119.71
0.715,2.625,23,4.728889,0.982222,1047,2.326667,36.8,-119.72
0.692,3.7578,24,5.061538,0.957692,781,3.003846,36.8,-119.73
0.875,2.6767,15,4.512448,1.170124,1194,2.477178,36.81,-119.72
0.73,2.9406,24,5.116009,1.089327,2362,2.740139,36.77,-119.73
0.769,2.5737,30,4.685328,0.930502,1375,2.65444,36.77,-119.74
0.704,2.6726,32,5.005102,1.017857,1005,2.563776,36.77,-119.75
0.743,2.4405,35,4.665289,0.909091,474,1.958678,36.78,-119.75
0.813,2.3333,33,5.782828,0.994949,508,2.565657,36.78,-119.75
0.707,2.2467,27,4.590703,1.073696,2254,2.555556,36.78,-119.74
0.723,2.785,36,5.28903,0.983122,1227,2.588608,36.77,-119.76
0.602,2.1439,38,4.661765,0.997549,2142,2.625,36.77,-119.76
0.647,2.0564,38,4.904,1.0528,1441,2.3056,36.77,-119.77
0.673,2.5434,36,4.600509,0.991094,1994,2.536896,36.78,-119.77
0.677,1.9375,40,4.766892,0.959459,609,2.057432,36.78,-119.77
0.619,1.2176,29,3.899237,1.076336,2669,4.074809,36.77,-119.77
0.581,2.3562,45,5.479167,1.066667,666,2.775,36.77,-119.78
0.707,1.9784,37,4.988584,1.038813,1143,2.609589,36.78,-119.78
0.602,2.0357,30,4.055416,1.032746,1000,2.518892,36.77,-119.79
0.876,3.8105,52,6.098765,1.053498,1114,2.292181,36.77,-119.8
0.73,2.2614,50,5.378698,1.106509,737,2.180473,36.78,-119.8
0.591,2.319,41,5.366265,1.113253,1129,2.720482,36.78,-119.79
0.587,2.3967,43,4.932059,1.065817,1144,2.428875,36.77,-119.79
0.899,3.5972,52,6.215259,1.010899,839,2.286104,36.78,-119.81
0.722,3.15,49,5.83,1.046667,705,2.35,36.77,-119.81
0.789,2.5804,48,5.453172,0.993958,741,2.238671,36.77,-119.81
0.85,3.4265,43,6.242667,1.053333,890,2.373333,36.77,-119.81
0.834,3.625,37,5.865672,1.086567,796,2.376119,36.78,-119.81
0.696,2.6127,36,4.858156,1.024823,812,2.879433,36.78,-119.82
0.713,3.0568,41,4.868243,0.925676,646,2.182432,36.77,-119.82
0.656,2.9081,36,5.095023,1.058824,1117,2.527149,36.77,-119.82
0.681,2.4286,32,5.029825,1.078947,1705,2.991228,36.77,-119.83
0.716,2.625,23,5.101176,1.183529,1190,2.8,36.77,-119.83
0.803,2.8359,30,4.948357,1.001565,1660,2.597809,36.78,-119.83
0.802,3.6522,8,5.217786,0.994555,1718,3.117967,36.79,-119.87
0.767,3.0938,7,4.966581,1.077121,1014,2.606684,36.79,-119.87
0.804,3.7821,5,5.505764,1.01585,2179,3.139769,36.79,-119.89
0.845,3.4213,4,5.472646,0.999103,3406,3.054709,36.78,-119.87
0.797,2.7857,8,5.680734,1.255046,1454,2.66789,36.78,-119.85
0.747,2.9853,7,4.472946,0.981964,1274,2.553106,36.78,-119.86
0.813,2.0446,9,4.035336,1.109541,620,2.190813,36.77,-119.85
0.832,2.9315,27,5.118644,1.166102,847,2.871186,36.77,-119.85
0.801,1.8214,10,5.838983,1.271186,845,2.387006,36.76,-119.85
0.811,2.8194,24,4.7625,1.020833,608,2.533333,36.75,-119.85
0.745,2.875,34,5.218354,1.022152,919,2.908228,36.76,-119.87
1.061,3.3125,22,6.175549,1.040752,1066,3.341693,36.79,-119.9
1.264,4.1719,17,6.348243,1.070288,1152,3.680511,36.76,-119.89
1.198,3.6204,18,6.182609,1.056522,702,3.052174,36.77,-119.92
0.896,2.9808,38,5.670588,1.117647,928,3.639216,36.79,-120.08
0.906,2.3194,20,5.778146,1.152318,1093,3.619205,36.77,-120.21
0.69,1.7,19,5.611111,1.155556,1341,3.725,36.66,-120.1
1.125,3.4861,26,5.588462,0.965385,896,3.446154,36.74,-119.98
0.708,2.6852,33,5.312849,1.03352,1168,3.26257,36.7,-120
0.718,1.6168,14,4.413315,1.012483,2298,3.18724,36.74,-120.04
0.578,1.8299,24,5.243316,1.128342,1559,4.168449,36.72,-120.05
0.832,3.6,22,4.851449,0.90942,820,2.971014,36.72,-120.08
0.604,1.8,32,3.939759,0.951807,736,2.955823,36.72,-120.06
0.882,3.087,19,5.956916,1.138322,1295,2.936508,36.74,-120.07
1.125,3.4297,30,6.19598,1.075377,620,3.115578,36.8,-119.95
1.054,3.2813,45,5.934579,1.130841,598,2.794393,36.8,-119.99
0.553,2.1618,25,5.183673,1.040816,1050,4.285714,36.8,-120.02
0.828,2.7917,48,6.447115,1.149038,671,3.225962,36.79,-120.04
1.654,3.8056,29,6.391304,1.06087,1072,3.107246,36.83,-119.91
0.612,1.3221,30,5.383529,1.115294,1435,3.376471,36.81,-119.88
2.562,7.5,8,6.564885,0.946565,1111,2.826972,36.85,-119.88
1.225,5.1781,4,6.125475,0.993663,2088,2.646388,36.83,-119.87
1.603,6.7181,15,7.199438,0.941011,1080,3.033708,36.83,-119.85
1.416,4.8036,11,6.165432,1.054321,1101,2.718519,36.83,-119.85
0.893,4.7622,12,6.672646,1.134529,675,3.026906,36.82,-119.86
0.913,3.3239,9,5.610955,1.092697,1691,2.375,36.82,-119.85
0.889,5.5842,15,7.112821,1.210256,638,3.271795,36.82,-119.85
1.193,5.5405,16,6.475524,0.958042,887,3.101399,36.82,-119.85
0.965,4.2132,2,6.200306,1.123853,1730,2.64526,36.83,-119.88
0.721,3.3942,4,5.412186,1.278375,1804,2.155317,36.81,-119.86
1.078,4.6726,6,5.730303,1.033333,969,2.936364,36.81,-119.87
0.68,3.755,15,5.363077,0.953846,1011,3.110769,36.81,-119.85
0.888,3.6563,14,6.032154,1.041801,1031,3.315113,36.8,-119.85
0.73,2.9565,14,4.817762,1.05421,2300,2.652826,36.8,-119.85
0.679,2.5595,18,5.44206,1.107296,1196,2.566524,36.8,-119.86
3.459,10.5144,8,7.981053,1.025263,1424,2.997895,36.85,-119.84
2.139,8.9669,12,7.44918,0.996721,840,2.754098,36.84,-119.85
2.292,8.7716,12,9.286822,1.124031,863,3.344961,36.84,-119.84
1.959,6.8645,17,8.642586,1.13308,700,2.661597,36.83,-119.84
1.412,6.9903,14,6.476584,0.939394,1128,3.107438,36.83,-119.83
1.23,5.3241,14,7.049645,0.973995,1408,3.328605,36.83,-119.82
2.297,7.4201,17,8.320442,1.127072,987,2.726519,36.83,-119.84
1.447,6.1175,16,7.567282,0.992084,1016,2.680739,36.83,-119.82
1.677,5.5357,17,7.951841,1.065156,996,2.82153,36.82,-119.84
1.556,7.2909,14,6.176136,0.9375,365,2.073864,36.82,-119.83
1.515,5.2809,28,6.872727,1.018182,752,2.278788,36.82,-119.82
1.509,5.0698,25,6.61,1.102,1149,2.298,36.81,-119.82
1.883,7.7062,18,7.662088,1.038462,937,2.574176,36.81,-119.84
1.873,8.3608,10,7.99449,1,1200,3.305785,36.86,-119.78
1.935,8.2737,7,7.364769,0.967972,1843,3.279359,36.86,-119.77
1.236,5.9897,8,6.125,0.943548,711,2.866935,36.85,-119.77
1.253,5.3886,15,6.945848,0.945848,848,3.061372,36.84,-119.77
1.244,3.2569,15,5.444444,1.089947,891,2.357143,36.84,-119.77
1.119,3.2147,7,5.39824,1.182618,2014,2.215622,36.84,-119.78
0.795,2.8274,12,4.768293,1.012195,292,1.780488,36.85,-119.78
1.283,4.2071,8,5.539936,1.078275,1604,2.5623,36.86,-119.78
0.54,1.9511,11,4.816327,1.148423,1765,3.274583,36.85,-119.79
0.517,1.7926,22,3.870886,0.949367,1543,3.906329,36.84,-119.79
1.45,3.7656,7,6.156938,1.149282,2733,2.615311,36.86,-119.8
0.944,4.2304,17,5.909091,0.934343,1174,2.964646,36.85,-119.81
1.588,5.4868,7,6.466102,0.966102,1077,3.042373,36.84,-119.82
1.193,3.3229,9,4.5,1.046154,860,1.653846,36.84,-119.82
1.26,4.049,19,6.121731,1.082056,2325,2.096483,36.83,-119.81
1.355,5.6445,10,6.545866,1.044168,2712,3.071348,36.83,-119.81
0.693,2.3667,11,4.559603,1.097682,1328,2.198675,36.83,-119.78
0.93,3.2143,25,4.989293,0.989293,1215,2.601713,36.82,-119.79
0.958,4.3315,17,6.046512,1.011628,709,2.748062,36.83,-119.8
0.722,2.2215,15,5.352472,1.106858,1232,1.964912,36.83,-119.79
1.052,3.4167,23,5.433915,1.021197,1852,2.309227,36.82,-119.79
0.535,1.7708,22,4.367662,1.181256,1929,1.986612,36.82,-119.78
1.212,3.4542,24,5.47556,1.023422,2010,2.046843,36.82,-119.8
1.433,5.4513,33,7.080214,1.058824,1324,2.360071,36.81,-119.81
1.693,6.3359,43,6.334416,0.935065,725,2.353896,36.8,-119.8
1.601,6.1575,38,7.171975,1.035032,777,2.474522,36.8,-119.81
0.901,3.8571,24,5.082544,0.921516,1586,2.146143,36.8,-119.83
0.995,2.9471,33,6.68,1.024,528,2.112,36.8,-119.82
0.888,3.5958,29,5.196296,1.022222,1242,2.3,36.8,-119.81
0.808,3.125,16,5.380071,1.058201,3407,3.004409,36.8,-119.83
0.727,3.4074,16,5.960251,1.058577,1508,3.154812,36.8,-119.84
0.669,2.0469,19,4.569014,1.092958,1463,2.060563,36.8,-119.84
0.656,3.3272,35,5.073171,0.98374,1054,2.856369,36.79,-119.83
0.662,2.5223,35,5.011204,1,933,2.613445,36.78,-119.83
0.588,1.3385,24,4.194049,1.028461,2764,3.575679,36.78,-119.84
0.714,3.3447,21,5.26873,1.055375,1820,2.964169,36.79,-119.84
0.67,1.9575,24,4.528424,1.05814,2098,2.710594,36.79,-119.83
0.555,2.0324,35,4.216667,1.020833,633,2.6375,36.78,-119.81
0.797,3,36,5.536913,1.050336,660,2.214765,36.78,-119.81
0.692,2.6055,36,4.974843,0.984277,761,2.393082,36.78,-119.82
0.659,2.6522,35,5.013605,0.989796,709,2.411565,36.79,-119.82
0.647,1.6854,18,4.756536,1.175654,3415,2.790033,36.79,-119.82
0.738,2.9506,35,5.063457,0.969365,954,2.087527,36.79,-119.81
0.675,1.9386,33,4.384419,1.002554,1806,2.306513,36.79,-119.79
0.588,2.03,38,4.686275,1.117647,1131,2.772059,36.78,-119.79
0.965,3.5542,43,6.268421,1.134211,874,2.3,36.78,-119.8
0.719,2.4167,39,5.733179,1.067285,1118,2.593968,36.79,-119.81
1.538,5.187,45,7.149733,1,471,2.518717,36.79,-119.8
0.696,3.069,35,5.31728,0.929178,1155,3.271955,36.81,-119.79
0.665,1.8514,34,5.104408,1.143852,1243,2.883991,36.8,-119.78
1.247,3.32,27,5.483296,1.077951,852,1.89755,36.8,-119.79
1.322,4.25,33,5.751969,1.027559,494,1.944882,36.81,-119.79
0.896,3.2642,34,5.7,0.978723,1141,2.42766,36.79,-119.77
0.734,2.3293,31,4.673866,0.984881,959,2.071274,36.78,-119.78
0.645,2.256,26,4.404145,1.095855,909,2.354922,36.79,-119.79
0.475,1.5122,19,3.948187,1.160622,960,2.487047,36.79,-119.79
0.683,2.9301,33,5.472155,1.065375,966,2.338983,36.79,-119.78
0.728,2.1544,26,4.40241,1.008434,1976,2.380723,36.79,-119.76
0.788,2.1383,30,4.997549,1.086601,2768,2.261438,36.78,-119.76
0.811,2.9937,27,5.338061,1.009456,1076,2.543735,36.79,-119.77
0.751,3.3281,32,5.067901,0.962963,1261,2.59465,36.79,-119.76
0.714,2.1573,28,4.826014,1.045608,1614,2.726351,36.79,-119.74
0.717,2.293,28,4.574438,1.05618,1981,2.782303,36.78,-119.75
0.709,2.5893,29,5.672078,1.074675,1781,2.891234,36.8,-119.76
0.846,2.9244,32,5.33282,1.024653,1507,2.322034,36.8,-119.77
0.66,2.8994,34,5.295209,0.962906,1938,2.995363,36.8,-119.78
0.837,2.2094,20,4.938437,1.062352,2795,2.205998,36.8,-119.76
0.831,2.7222,24,5.212796,1.070932,1827,2.541029,36.8,-119.77
0.743,2.4678,18,4.917157,1.086917,5466,2.474423,36.8,-119.74
0.906,2.3333,25,5.845161,1.083871,1257,2.703226,36.8,-119.75
0.745,2.197,30,5.104938,1.021605,1894,2.92284,36.8,-119.75
0.694,1.2716,19,3.477903,1.070412,4638,3.474157,36.81,-119.76
0.847,3.4279,25,5.690909,0.985455,661,2.403636,36.81,-119.77
0.993,2.3375,17,4.770819,1.022712,3056,2.103235,36.82,-119.76
0.855,3.567,28,6.074468,1.070922,663,2.351064,36.81,-119.77
0.895,3.625,25,5.405172,1.037716,2133,2.298491,36.82,-119.78
0.952,4.2153,18,6.114537,1.088106,1817,2.668135,36.83,-119.78
0.996,4.5179,22,6.133479,0.958425,1234,2.700219,36.83,-119.76
1.109,5.2595,20,6.941685,0.963283,1360,2.937365,36.83,-119.76
1.011,4.7804,19,6.347059,0.994118,1378,2.701961,36.83,-119.77
1.085,5.0635,16,6.573816,0.988858,1034,2.880223,36.83,-119.77
0.842,4.0196,17,6.139767,1.044925,1888,3.141431,36.83,-119.76
1.094,4.9292,15,6.333333,0.988662,1411,3.199546,36.83,-119.75
1.082,4.1098,14,5.94028,1.053367,2235,2.839898,36.83,-119.74
1.742,5.3272,3,6.982358,1.061281,2878,2.672238,36.91,-119.77
1.437,5.0941,3,6.998986,1.137931,5226,2.650101,36.87,-119.75
1.408,3.9032,3,5.86333,1.192913,4432,2.492688,36.85,-119.74
0.863,2.4861,15,5.467925,1.045283,649,2.449057,36.94,-119.7
1.652,6.9405,17,7.166667,1.009615,992,3.179487,36.88,-119.71
1.646,4,20,6.983333,1.095833,786,3.275,36.86,-119.69
1.431,4.5398,20,7.005277,1.139842,1081,2.852243,36.85,-119.69
1.675,5.308,15,6.147668,0.943005,1280,3.316062,36.89,-119.67
0.714,2.5904,23,4.659631,0.997361,1885,2.486807,36.83,-119.7
0.682,2.3173,25,4.915289,1.115702,1482,3.061983,36.82,-119.7
0.68,2.7159,32,5.331301,1.073171,1570,3.191057,36.81,-119.7
1.134,1.8061,5,3.002762,0.933702,623,1.720994,36.83,-119.71
1.09,3.5078,15,6.254587,1.146789,1228,2.816514,36.83,-119.71
1.388,5.3478,8,6.210345,0.943103,1959,3.377586,36.83,-119.73
1.114,5.0828,14,6.791075,0.995943,1584,3.212982,36.83,-119.73
1.125,2.3381,12,3.787986,1.003534,1320,2.332155,36.82,-119.71
0.697,1.6618,19,4.564,1.1,1034,2.068,36.81,-119.71
0.728,1.7969,19,4.655367,1.039548,557,1.573446,36.81,-119.71
0.722,2.9453,28,5.343042,0.987055,780,2.524272,36.81,-119.72
0.797,2.7778,19,4.616848,0.967391,994,2.701087,36.81,-119.73
1.125,1.9483,16,4.216693,0.983949,1054,1.691814,36.82,-119.72
0.525,2.2639,15,3.845528,0.971545,550,2.235772,36.82,-119.72
1.002,3.9943,7,5.732044,0.975138,1040,2.872928,36.83,-119.69
0.895,4.9327,8,6.083871,1.219355,475,3.064516,36.83,-119.69
0.546,1.4913,32,4.901786,1.008929,726,3.241071,36.83,-119.69
0.789,3.1814,28,5.677812,1.06383,898,2.729483,36.83,-119.69
1.113,4.4356,3,5.967647,0.988235,1003,2.95,36.83,-119.67
1.137,5.0864,4,6.964286,1.084416,1024,3.324675,36.83,-119.67
1.2,6.1133,11,7.241888,1.014749,1110,3.274336,36.83,-119.68
1.233,4.5577,2,7.540936,1.099415,1133,3.312865,36.82,-119.67
1.144,4.9432,4,6.341709,1.085427,622,3.125628,36.81,-119.67
1.062,5.0253,13,5.951724,0.949425,1356,3.117241,36.81,-119.68
0.559,1.8021,17,4.940104,1.127604,1207,3.143229,36.82,-119.69
0.936,4.81,15,6.540594,1.013861,1687,3.340594,36.82,-119.69
0.889,3.9792,16,5.838074,0.993435,1536,3.36105,36.81,-119.68
0.938,2.5446,13,4.118919,0.989189,994,2.686486,36.81,-119.69
0.88,4.4934,15,5.772455,0.99002,1634,3.261477,36.81,-119.69
0.884,4.2066,7,5.732932,1.040161,1748,3.51004,36.8,-119.68
0.687,3.2813,31,6.162679,1.095694,1306,3.124402,36.8,-119.69
1.631,6.011,9,7.831224,1.07173,1632,3.443038,36.8,-119.67
0.836,3.7697,13,5.528662,0.996815,993,3.16242,36.79,-119.69
0.713,3.5417,16,5.311644,0.928082,1010,3.458904,36.79,-119.68
0.763,2.7404,15,5.95283,1.063679,1207,2.846698,36.79,-119.69
0.606,2.6875,22,5.889688,1.189448,1720,4.1247,36.77,-119.69
0.83,4.0993,5,5.432432,0.989605,1490,3.097713,36.79,-119.69
1.508,6.0132,21,6.146341,0.887805,583,2.843902,36.77,-119.68
1.573,4.9904,15,6.907781,1.017291,1258,3.62536,36.85,-119.64
1.738,5.6739,14,7.896272,1.063209,2085,3.379254,36.82,-119.64
1.487,4.526,19,7.042781,1.010695,517,2.764706,36.79,-119.63
1.547,4.925,22,6.730832,1.001631,1795,2.928222,36.76,-119.63
1.333,3.0833,42,6.027027,0.968468,617,2.779279,36.7,-119.63
1.369,4.5625,20,6.202198,1.052747,1372,3.015385,36.78,-119.53
1.567,5.4895,13,7.926357,1.114987,2473,3.19509,36.83,-119.58
1.265,4.0227,19,5.950185,1.01107,1760,3.247232,36.77,-119.58
1.306,4.5375,18,6.757895,1.015789,621,3.268421,36.72,-119.59
1.069,4.5938,20,5.136792,0.981132,531,2.504717,36.74,-119.5
0.995,3.6161,11,5.640449,1.033708,1248,2.804494,36.72,-119.57
0.73,2.5741,29,4.932161,0.984925,1208,3.035176,36.71,-119.56
0.599,2.181,37,4.677326,1.087209,1173,3.409884,36.71,-119.56
0.848,2.6458,10,4.360526,0.944737,958,2.521053,36.71,-119.57
0.729,2.6823,34,5.219585,1.050445,899,2.667656,36.7,-119.57
0.589,2.1182,40,3.793651,1.034921,1135,3.603175,36.7,-119.56
0.639,2.3687,31,4.815562,1.072046,1371,3.951009,36.7,-119.55
0.723,3.1442,30,5.780488,1.004878,1248,3.043902,36.7,-119.57
0.839,3.7261,7,5.717532,1.003247,974,3.162338,36.7,-119.57
0.581,1.9766,42,4.586667,0.955556,812,3.608889,36.69,-119.58
0.559,1.7132,21,3.820197,1.041872,1519,3.741379,36.69,-119.55
0.589,2.2448,20,5.084034,1.05042,1665,4.663866,36.7,-119.54
0.558,1.9076,32,3.789575,0.980695,2052,3.96139,36.71,-119.55
0.639,2.1515,6,5.440367,1.073394,1135,5.206422,36.72,-119.55
0.693,2.59,21,5.840764,1.022293,1120,3.566879,36.71,-119.52
1.601,3.2917,19,6.182657,1.086716,1578,2.911439,36.69,-119.47
1.153,3.4044,18,6.171233,1.136986,945,3.236301,36.68,-119.41
1.076,3.625,25,5.887789,1.029703,904,2.983498,36.63,-119.43
0.8,2.3618,38,5.074866,1.016043,578,3.090909,36.64,-119.39
0.938,3.5074,37,5.124138,1.02069,977,3.368966,36.59,-119.4
0.924,2.3359,24,4.994083,1.094675,1564,3.084813,37.1,-119.49
1.518,4.2679,14,6.392593,1.118519,315,2.333333,36.94,-119.61
1.118,3.332,16,5.815789,1.099723,2140,2.963989,37.02,-119.57
1.118,3.1736,16,5.705305,1.082515,1467,2.882122,37,-119.48
1.239,3.9141,12,6.946387,1.153846,1184,2.759907,36.91,-119.46
0.833,2,15,6.391156,1.397959,755,2.568027,36.89,-119.33
0.856,4.1838,44,26.452174,6.06087,335,2.913043,37.25,-119.21
0.94,4.1563,12,6.751497,1.413174,1006,3.011976,37.13,-118.94
1.027,3.3269,22,7.677083,1.65625,773,2.684028,37.09,-119.4
1.25,3.875,23,50.837838,10.27027,64,1.72973,37.12,-119.34
1.446,3.0729,34,26.041096,5.39726,171,2.342466,37.11,-119.28
1.792,5.1314,15,29.074766,6.084112,276,2.579439,37.06,-119.32
0.786,3.7857,19,20.2,4.05,187,2.3375,36.79,-118.91
0.944,2.6902,17,6.035294,1.191176,975,2.867647,36.8,-119.24
1,2.2202,13,5.494141,1.130859,1385,2.705078,36.71,-119.25
0.905,2.2278,13,5.90611,1.210134,1905,2.839046,36.69,-119.12
0.922,2.6058,26,5.789157,1.021084,1148,3.457831,36.62,-119.34
0.552,1.6486,26,4.337963,0.962963,1834,4.24537,36.63,-119.31
0.52,1.7292,33,4.513678,1.136778,1544,4.693009,36.62,-119.31
0.515,1.5642,15,4.403292,1.053498,1070,4.403292,36.62,-119.32
0.517,1.4481,25,3.405738,0.942623,947,3.881148,36.62,-119.31
0.658,2.4219,19,4.979866,0.993289,1296,4.348993,36.61,-119.43
0.692,2.2863,5,4.106457,1.061082,2505,4.371728,36.6,-119.44
0.725,2.0417,34,5.052632,1.076023,579,3.385965,36.6,-119.44
0.73,2.5,42,5.151515,0.888889,247,2.494949,36.6,-119.45
1.083,3.625,13,5.479675,1.04878,719,2.922764,36.61,-119.46
0.905,3.7917,24,5.358025,0.954733,693,2.851852,36.61,-119.45
0.916,3.9073,17,6.223577,1.138211,775,3.150407,36.61,-119.44
0.633,1.767,15,4.436893,0.990291,1266,4.097087,36.59,-119.43
0.676,2.825,32,4.784232,0.979253,761,3.157676,36.59,-119.44
0.609,1.8975,36,5.052863,1.077093,1430,3.14978,36.6,-119.45
0.567,1.516,28,4.403279,1.081967,1331,4.363934,36.59,-119.44
1.181,3.9844,18,6.131004,0.9869,754,3.292576,36.6,-119.46
0.661,1.6875,41,5.570064,1.089172,1171,3.729299,36.59,-119.45
0.635,2.5234,37,4.101167,0.929961,879,3.420233,36.58,-119.44
0.873,3.7813,18,5.357143,1.052632,753,2.830827,36.58,-119.45
0.842,3.825,28,6.306931,1.064356,572,2.831683,36.59,-119.45
0.571,2.309,18,5.456422,1.027523,1638,3.756881,36.6,-119.55
0.547,1.4937,20,4.570552,0.97546,1474,4.521472,36.61,-119.54
0.569,1.586,14,4.087075,1.078912,3535,4.809524,36.61,-119.55
0.634,2.2206,34,5.433962,1.007547,1018,3.841509,36.62,-119.5
0.953,1.9913,21,5.542105,1.078947,867,2.281579,36.58,-119.49
0.551,1.8958,33,4.939516,1.108871,1065,4.294355,36.61,-119.52
0.558,1.5625,33,3.623457,1.049383,730,4.506173,36.61,-119.53
0.552,1.6094,27,4.887324,1.042254,1056,3.71831,36.66,-119.6
1.138,3.0521,27,4.115,0.855,798,3.99,36.64,-119.59
0.932,2.5562,43,6.072464,1.15942,1056,3.826087,36.65,-119.53
0.624,1.9676,33,5.175896,0.957655,1102,3.589577,36.6,-119.63
0.624,2.6858,13,4.350365,0.985401,1652,4.019465,36.58,-119.62
1.317,3.5987,19,6.16726,1.078292,911,3.241993,36.57,-119.59
0.731,2.8287,28,4.714286,0.974026,919,2.983766,36.58,-119.6
0.73,2.6974,29,4.841328,1.03321,788,2.907749,36.58,-119.61
0.88,4.0197,17,5.819338,0.992366,1330,3.384224,36.59,-119.62
0.927,2.2727,10,4.934028,1.076389,1443,2.505208,36.59,-119.61
0.697,2.5556,42,5.300459,1.006881,1347,3.08945,36.57,-119.6
0.683,1.8333,33,4.943445,1.03599,1205,3.097686,36.57,-119.6
0.651,1.5833,42,4.641822,1.078675,1359,2.813665,36.57,-119.61
0.553,1.2647,22,4.997214,1.211699,1127,3.139276,36.58,-119.63
0.544,1.4415,36,3.967742,0.903226,737,3.962366,36.56,-119.6
0.925,2.0658,34,5.938144,1.206186,363,3.742268,36.56,-119.64
0.53,1.625,34,3.972973,1.033264,1886,3.920998,36.56,-119.61
0.516,1.8878,30,4.272953,0.923077,1467,3.640199,36.56,-119.62
1.115,3.2917,34,6.597444,1.095847,1041,3.325879,36.55,-119.53
1.209,4.2045,16,7.266129,1.115591,1106,2.973118,36.52,-119.54
0.766,2.2132,46,4.687345,0.967742,971,2.409429,36.51,-119.55
0.67,1.6635,37,4.990196,1.044118,663,3.25,36.51,-119.56
0.701,2.5033,9,5.012987,1.050649,2157,2.801299,36.51,-119.56
0.702,3.0294,31,4.706161,0.988152,1042,2.469194,36.52,-119.55
0.957,3.2019,19,5.301158,0.955598,1670,3.223938,36.53,-119.56
0.827,3.0469,32,5.5625,1,1038,3.816176,36.56,-119.73
1.1,2.1908,32,5.811594,1.057971,868,3.144928,36.57,-119.67
